Positive Similarity	Negative Similarity
0.8369144201278687	1.2853097915649414
1.8810348510742188	1.1247518062591553
4.06826639175415	1.1174455881118774
7.449465274810791	1.2243492603302002
11.155282020568848	1.391340970993042
14.082304000854492	1.5716533660888672
16.062097549438477	1.5376948118209839
17.060333251953125	1.5105358362197876
17.62108039855957	1.4870002269744873
18.07876968383789	1.5319733619689941
18.64876365661621	1.6400790214538574
19.536754608154297	1.5748379230499268
20.716367721557617	1.597312331199646
22.11646842956543	1.643516182899475
23.64162826538086	1.7831237316131592
25.0776309967041	2.0128324031829834
26.30748748779297	1.9658613204956055
27.29066276550293	2.0018434524536133
27.95684051513672	2.053925037384033
28.33600425720215	2.178910493850708
28.458232879638672	2.408689022064209
28.427600860595703	2.279304027557373
28.263629913330078	2.247471570968628
28.101078033447266	2.2679953575134277
28.01285743713379	2.3504812717437744
27.99168586730957	2.5762979984283447
28.073413848876953	2.4155454635620117
28.256576538085938	2.371387481689453
28.559228897094727	2.3954355716705322
28.980295181274414	2.4875903129577637
29.5349178314209	2.742880344390869
30.137535095214844	2.566822052001953
30.83530616760254	2.5398168563842773
31.577728271484375	2.5754129886627197
32.312408447265625	2.700683116912842
33.02469253540039	3.0104258060455322
33.676876068115234	2.812765121459961
34.24002456665039	2.782417058944702
34.68795394897461	2.789860486984253
34.97665023803711	2.9144983291625977
35.12136459350586	3.209296941757202
35.12087631225586	2.9520740509033203
34.98653030395508	2.8738157749176025
34.732337951660156	2.8245372772216797
34.42164611816406	2.8870480060577393
34.0086669921875	3.1023664474487305
33.47273635864258	2.8031704425811768
32.84563064575195	2.683326005935669
32.1175422668457	2.5890374183654785
31.246301651000977	2.5635604858398438
30.290395736694336	2.6672914028167725
29.19144058227539	2.3666555881500244
27.885622024536133	2.241401433944702
26.611085891723633	2.132922410964966
25.207582473754883	2.0475382804870605
23.716922760009766	2.048346996307373
22.11641502380371	1.7993723154067993
20.2946834564209	1.6854716539382935
18.501176834106445	1.5825581550598145
16.73929214477539	1.4922187328338623
15.128083229064941	1.4636142253875732
13.67517375946045	1.3162368535995483
12.316183090209961	1.2632079124450684
11.236961364746094	1.2158493995666504
10.359090805053711	1.1828131675720215
9.713109016418457	1.1839838027954102
9.162333488464355	1.116873025894165
8.758358001708984	1.1157348155975342
8.411190032958984	1.1096549034118652
8.143980979919434	1.119982361793518
7.911593437194824	1.1417876482009888
7.708673477172852	1.1124076843261719
7.562735080718994	1.1308943033218384
7.421272277832031	1.139044165611267
7.323852062225342	1.1658071279525757
7.222027778625488	1.1947585344314575
7.14888858795166	1.186518669128418
7.078513145446777	1.2121611833572388
6.995631217956543	1.2255489826202393
6.970402240753174	1.2577043771743774
6.982414722442627	1.3052830696105957
7.021592617034912	1.3174479007720947
7.202670574188232	1.3589937686920166
7.540901184082031	1.4040459394454956
8.13711166381836	1.4753037691116333
9.113097190856934	1.6453616619110107
10.482708930969238	1.7242844104766846
12.369424819946289	1.8468514680862427
14.321874618530273	1.9898682832717896
16.12428092956543	2.136721611022949
17.800418853759766	2.4562036991119385
19.522064208984375	2.432938814163208
21.25538444519043	2.456728458404541
22.901670455932617	2.526757001876831
24.54265785217285	2.664843797683716
25.776647567749023	3.0302278995513916
26.220455169677734	2.8077445030212402
26.146974563598633	2.6650776863098145
25.501689910888672	2.5800836086273193
24.619518280029297	2.587641477584839
23.531383514404297	2.7883288860321045
22.3773136138916	2.4762067794799805
21.1296329498291	2.3014371395111084
19.836017608642578	2.1937716007232666
18.611812591552734	2.176194429397583
17.5062313079834	2.318119764328003
16.53287696838379	2.090505838394165
15.812667846679688	1.987943172454834
