   0.0000000e+00   1.5210100e+00   1.3640000e+01   4.4900000e+00   1.1000000e+00   7.1780000e+01   6.0000000e-02   8.7500000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5176100e+00   1.3890000e+01   3.6000000e+00   1.3600000e+00   7.2730000e+01   4.8000000e-01   7.8300000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5161800e+00   1.3530000e+01   3.5500000e+00   1.5400000e+00   7.2990000e+01   3.9000000e-01   7.7800000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5176600e+00   1.3210000e+01   3.6900000e+00   1.2900000e+00   7.2610000e+01   5.7000000e-01   8.2200000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5174200e+00   1.3270000e+01   3.6200000e+00   1.2400000e+00   7.3080000e+01   5.5000000e-01   8.0700000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5159600e+00   1.2790000e+01   3.6100000e+00   1.6200000e+00   7.2970000e+01   6.4000000e-01   8.0700000e+00   0.0000000e+00   2.6000000e-01
   0.0000000e+00   1.5174300e+00   1.3300000e+01   3.6000000e+00   1.1400000e+00   7.3090000e+01   5.8000000e-01   8.1700000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5175600e+00   1.3150000e+01   3.6100000e+00   1.0500000e+00   7.3240000e+01   5.7000000e-01   8.2400000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5191800e+00   1.4040000e+01   3.5800000e+00   1.3700000e+00   7.2080000e+01   5.6000000e-01   8.3000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5175500e+00   1.3000000e+01   3.6000000e+00   1.3600000e+00   7.2990000e+01   5.7000000e-01   8.4000000e+00   0.0000000e+00   1.1000000e-01
   0.0000000e+00   1.5157100e+00   1.2720000e+01   3.4600000e+00   1.5600000e+00   7.3200000e+01   6.7000000e-01   8.0900000e+00   0.0000000e+00   2.4000000e-01
   0.0000000e+00   1.5176300e+00   1.2800000e+01   3.6600000e+00   1.2700000e+00   7.3010000e+01   6.0000000e-01   8.5600000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5158900e+00   1.2880000e+01   3.4300000e+00   1.4000000e+00   7.3280000e+01   6.9000000e-01   8.0500000e+00   0.0000000e+00   2.4000000e-01
   0.0000000e+00   1.5174800e+00   1.2860000e+01   3.5600000e+00   1.2700000e+00   7.3210000e+01   5.4000000e-01   8.3800000e+00   0.0000000e+00   1.7000000e-01
   0.0000000e+00   1.5176300e+00   1.2610000e+01   3.5900000e+00   1.3100000e+00   7.3290000e+01   5.8000000e-01   8.5000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5176100e+00   1.2810000e+01   3.5400000e+00   1.2300000e+00   7.3240000e+01   5.8000000e-01   8.3900000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5178400e+00   1.2680000e+01   3.6700000e+00   1.1600000e+00   7.3110000e+01   6.1000000e-01   8.7000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5219600e+00   1.4360000e+01   3.8500000e+00   8.9000000e-01   7.1360000e+01   1.5000000e-01   9.1500000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5191100e+00   1.3900000e+01   3.7300000e+00   1.1800000e+00   7.2120000e+01   6.0000000e-02   8.8900000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.5173500e+00   1.3020000e+01   3.5400000e+00   1.6900000e+00   7.2730000e+01   5.4000000e-01   8.4400000e+00   0.0000000e+00   7.0000000e-02
   0.0000000e+00   1.5175000e+00   1.2820000e+01   3.5500000e+00   1.4900000e+00   7.2750000e+01   5.4000000e-01   8.5200000e+00   0.0000000e+00   1.9000000e-01
   0.0000000e+00   1.5196600e+00   1.4770000e+01   3.7500000e+00   2.9000000e-01   7.2020000e+01   3.0000000e-02   9.0000000e+00   0.0000000e+00   0.0000000e+00
