Positive Similarity	Negative Similarity
1.706789493560791	1.1523211002349854
4.129658222198486	1.12880277633667
7.953823566436768	1.1312800645828247
11.935064315795898	1.1089119911193848
15.248839378356934	1.1911753416061401
17.51131248474121	1.1350871324539185
19.2242374420166	1.17168390750885
20.40280532836914	1.2025237083435059
21.400535583496094	1.1870990991592407
22.26685333251953	1.180179476737976
23.191688537597656	1.2315860986709595
24.304092407226562	1.2289674282073975
25.492773056030273	1.212260365486145
26.54999351501465	1.2861583232879639
27.4029541015625	1.255638837814331
28.062612533569336	1.2812325954437256
28.473134994506836	1.2701044082641602
28.597558975219727	1.2639892101287842
28.562097549438477	1.2382148504257202
28.377412796020508	1.293712854385376
28.138980865478516	1.2922054529190063
27.983564376831055	1.2648930549621582
27.81965446472168	1.340685486793518
27.77184295654297	1.2949168682098389
27.70842170715332	1.313539981842041
27.773818969726562	1.2867034673690796
27.882320404052734	1.2782444953918457
27.966615676879883	1.2493921518325806
28.141895294189453	1.2993113994598389
28.282318115234375	1.290748119354248
28.386816024780273	1.2590638399124146
28.512767791748047	1.3304102420806885
28.566926956176758	1.2767407894134521
28.635866165161133	1.2900880575180054
28.705610275268555	1.2726850509643555
28.769046783447266	1.2593156099319458
28.773653030395508	1.2313898801803589
28.801546096801758	1.2831600904464722
28.860515594482422	1.2741249799728394
28.881622314453125	1.240907907485962
28.918128967285156	1.3148505687713623
28.91356086730957	1.2655447721481323
28.952438354492188	1.2837519645690918
28.980173110961914	1.2698416709899902
29.00653839111328	1.2582569122314453
29.00579071044922	1.2287263870239258
29.022823333740234	1.2818292379379272
29.027624130249023	1.2742359638214111
29.0606689453125	1.2426387071609497
29.05914306640625	1.317221999168396
29.088685989379883	1.2712818384170532
29.06267547607422	1.2904106378555298
29.100088119506836	1.2733874320983887
29.108610153198242	1.2632614374160767
29.13409996032715	1.2342398166656494
29.145984649658203	1.2869391441345215
29.172245025634766	1.2794694900512695
29.1420841217041	1.2485649585723877
29.22243881225586	1.3218543529510498
29.221446990966797	1.274302363395691
29.275630950927734	1.2913939952850342
29.2957706451416	1.2748992443084717
29.387746810913086	1.2638503313064575
29.39664077758789	1.2349659204483032
29.51442527770996	1.2872833013534546
29.623308181762695	1.2796132564544678
29.813045501708984	1.248220682144165
29.925315856933594	1.3213567733764648
30.059526443481445	1.2744766473770142
30.443771362304688	1.290058970451355
30.760578155517578	1.2758961915969849
31.190330505371094	1.2655948400497437
31.967126846313477	1.2398467063903809
32.5819206237793	1.295852541923523
33.47138977050781	1.2910078763961792
34.46913528442383	1.2663460969924927
35.609371185302734	1.3472905158996582
36.59156799316406	1.317368507385254
37.858909606933594	1.342494249343872
38.47067642211914	1.3448771238327026
39.08342742919922	1.3504611253738403
39.95996856689453	1.3559789657592773
39.961822509765625	1.4262391328811646
40.834434509277344	1.4435577392578125
40.84767150878906	1.4283450841903687
41.0139045715332	1.51093327999115
41.35395050048828	1.486501693725586
41.57149887084961	1.49110746383667
42.03169250488281	1.481573462486267
42.382110595703125	1.4603209495544434
42.186344146728516	1.4412243366241455
42.046409606933594	1.479127049446106
42.84669876098633	1.4732078313827515
42.636505126953125	1.4392714500427246
42.444129943847656	1.5074907541275024
42.66231155395508	1.4698762893676758
42.5692253112793	1.4537252187728882
42.495750427246094	1.4372649192810059
42.653160095214844	1.4201607704162598
42.94459915161133	1.4190177917480469
42.87704849243164	1.4634701013565063
42.652587890625	1.455451250076294
42.92179870605469	1.4273408651351929
43.042144775390625	1.5038961172103882
42.69572830200195	1.472343921661377
43.034358978271484	1.475534200668335
43.06956481933594	1.4584342241287231
43.39793395996094	1.4530787467956543
43.55912780761719	1.4479739665985107
43.49494552612305	1.4948679208755493
43.2003288269043	1.480049729347229
43.31692886352539	1.4488507509231567
43.53533172607422	1.525090217590332
43.55320739746094	1.4904009103775024
44.07256317138672	1.495110273361206
43.79920196533203	1.470263123512268
44.05687713623047	1.4511743783950806
43.865394592285156	1.4366400241851807
43.96387481689453	1.4866864681243896
43.99580764770508	1.4793986082077026
44.375038146972656	1.4513083696365356
44.350425720214844	1.528110384941101
44.72014617919922	1.4950047731399536
44.563228607177734	1.4945977926254272
44.70286178588867	1.4755220413208008
45.08137512207031	1.4568284749984741
44.88740921020508	1.4374934434890747
45.48974609375	1.495347261428833
45.89052200317383	1.488213300704956
45.979820251464844	1.4663208723068237
46.5067138671875	1.5399634838104248
46.713287353515625	1.5057940483093262
47.32432556152344	1.4960401058197021
47.87852096557617	1.4801890850067139
48.89289093017578	1.4674609899520874
49.6721305847168	1.4639489650726318
50.0689811706543	1.5175338983535767
51.03939437866211	1.5083805322647095
51.998600006103516	1.4833985567092896
52.53365707397461	1.569999098777771
53.81855392456055	1.5483864545822144
54.04582214355469	1.5644440650939941
54.434879302978516	1.5521705150604248
54.72211837768555	1.5455706119537354
54.98793029785156	1.5375125408172607
54.80663299560547	1.5923627614974976
55.48748016357422	1.5905817747116089
55.25235366821289	1.547910213470459
55.51246643066406	1.6336108446121216
55.835453033447266	1.5940598249435425
56.22093963623047	1.5911765098571777
56.06324005126953	1.5654537677764893
56.63587951660156	1.5559461116790771
56.70085525512695	1.544384241104126
57.03567886352539	1.5911153554916382
57.63946533203125	1.5859839916229248
57.8927001953125	1.551576852798462
58.251949310302734	1.6198172569274902
58.215721130371094	1.591267704963684
58.909996032714844	1.6007027626037598
58.92978286743164	1.5798009634017944
59.50164031982422	1.5615816116333008
59.871395111083984	1.5562106370925903
60.26739501953125	1.5932114124298096
60.81486511230469	1.580319881439209
61.21684265136719	1.5531904697418213
61.5334587097168	1.62538743019104
62.27438735961914	1.5912610292434692
62.894962310791016	1.6065410375595093
63.083011627197266	1.5990303754806519
63.245216369628906	1.5729399919509888
62.99710464477539	1.5762312412261963
63.338016510009766	1.6170672178268433
63.48213577270508	1.614778757095337
64.05622100830078	1.588937520980835
63.88747787475586	1.657910704612732
63.65044021606445	1.6192971467971802
63.739566802978516	1.6235921382904053
63.61323547363281	1.6053119897842407
63.843936920166016	1.5820502042770386
64.3555908203125	1.5882071256637573
64.76673889160156	1.623475432395935
64.03788757324219	1.612535834312439
64.25450897216797	1.5838899612426758
63.87419509887695	1.6610915660858154
