   2.0000000e+00  -1.0000000e+00   4.5500000e-01   3.6500000e-01   9.5000000e-02   5.1400000e-01   2.2450000e-01   1.0100000e-01   1.5000000e-01
   0.0000000e+00  -1.0000000e+00   3.5000000e-01   2.6500000e-01   9.0000000e-02   2.2550000e-01   9.9500000e-02   4.8500000e-02   7.0000000e-02
   1.0000000e+00   0.0000000e+00   5.3000000e-01   4.2000000e-01   1.3500000e-01   6.7700000e-01   2.5650000e-01   1.4150000e-01   2.1000000e-01
   1.0000000e+00  -1.0000000e+00   4.4000000e-01   3.6500000e-01   1.2500000e-01   5.1600000e-01   2.1550000e-01   1.1400000e-01   1.5500000e-01
   0.0000000e+00   1.0000000e+00   3.3000000e-01   2.5500000e-01   8.0000000e-02   2.0500000e-01   8.9500000e-02   3.9500000e-02   5.5000000e-02
   0.0000000e+00   1.0000000e+00   4.2500000e-01   3.0000000e-01   9.5000000e-02   3.5150000e-01   1.4100000e-01   7.7500000e-02   1.2000000e-01
   2.0000000e+00   0.0000000e+00   5.3000000e-01   4.1500000e-01   1.5000000e-01   7.7750000e-01   2.3700000e-01   1.4150000e-01   3.3000000e-01
   2.0000000e+00   0.0000000e+00   5.4500000e-01   4.2500000e-01   1.2500000e-01   7.6800000e-01   2.9400000e-01   1.4950000e-01   2.6000000e-01
   1.0000000e+00  -1.0000000e+00   4.7500000e-01   3.7000000e-01   1.2500000e-01   5.0950000e-01   2.1650000e-01   1.1250000e-01   1.6500000e-01
   2.0000000e+00   0.0000000e+00   5.5000000e-01   4.4000000e-01   1.5000000e-01   8.9450000e-01   3.1450000e-01   1.5100000e-01   3.2000000e-01
   2.0000000e+00   0.0000000e+00   5.2500000e-01   3.8000000e-01   1.4000000e-01   6.0650000e-01   1.9400000e-01   1.4750000e-01   2.1000000e-01
   1.0000000e+00  -1.0000000e+00   4.3000000e-01   3.5000000e-01   1.1000000e-01   4.0600000e-01   1.6750000e-01   8.1000000e-02   1.3500000e-01
   2.0000000e+00  -1.0000000e+00   4.9000000e-01   3.8000000e-01   1.3500000e-01   5.4150000e-01   2.1750000e-01   9.5000000e-02   1.9000000e-01
   1.0000000e+00   0.0000000e+00   5.3500000e-01   4.0500000e-01   1.4500000e-01   6.8450000e-01   2.7250000e-01   1.7100000e-01   2.0500000e-01
   1.0000000e+00   0.0000000e+00   4.7000000e-01   3.5500000e-01   1.0000000e-01   4.7550000e-01   1.6750000e-01   8.0500000e-02   1.8500000e-01
   2.0000000e+00  -1.0000000e+00   5.0000000e-01   4.0000000e-01   1.3000000e-01   6.6450000e-01   2.5800000e-01   1.3300000e-01   2.4000000e-01
   0.0000000e+00   1.0000000e+00   3.5500000e-01   2.8000000e-01   8.5000000e-02   2.9050000e-01   9.5000000e-02   3.9500000e-02   1.1500000e-01
   1.0000000e+00   0.0000000e+00   4.4000000e-01   3.4000000e-01   1.0000000e-01   4.5100000e-01   1.8800000e-01   8.7000000e-02   1.3000000e-01
   0.0000000e+00  -1.0000000e+00   3.6500000e-01   2.9500000e-01   8.0000000e-02   2.5550000e-01   9.7000000e-02   4.3000000e-02   1.0000000e-01
   1.0000000e+00  -1.0000000e+00   4.5000000e-01   3.2000000e-01   1.0000000e-01   3.8100000e-01   1.7050000e-01   7.5000000e-02   1.1500000e-01
   2.0000000e+00  -1.0000000e+00   3.5500000e-01   2.8000000e-01   9.5000000e-02   2.4550000e-01   9.5500000e-02   6.2000000e-02   7.5000000e-02
   1.0000000e+00   1.0000000e+00   3.8000000e-01   2.7500000e-01   1.0000000e-01   2.2550000e-01   8.0000000e-02   4.9000000e-02   8.5000000e-02
   2.0000000e+00   0.0000000e+00   5.6500000e-01   4.4000000e-01   1.5500000e-01   9.3950000e-01   4.2750000e-01   2.1400000e-01   2.7000000e-01
   1.0000000e+00   0.0000000e+00   5.5000000e-01   4.1500000e-01   1.3500000e-01   7.6350000e-01   3.1800000e-01   2.1000000e-01   2.0000000e-01
   1.0000000e+00   0.0000000e+00   6.1500000e-01   4.8000000e-01   1.6500000e-01   1.1615000e+00   5.1300000e-01   3.0100000e-01   3.0500000e-01
   2.0000000e+00   0.0000000e+00   5.6000000e-01   4.4000000e-01   1.4000000e-01   9.2850000e-01   3.8250000e-01   1.8800000e-01   3.0000000e-01
   2.0000000e+00   0.0000000e+00   5.8000000e-01   4.5000000e-01   1.8500000e-01   9.9550000e-01   3.9450000e-01   2.7200000e-01   2.8500000e-01
   2.0000000e+00  -1.0000000e+00   5.9000000e-01   4.4500000e-01   1.4000000e-01   9.3100000e-01   3.5600000e-01   2.3400000e-01   2.8000000e-01
   2.0000000e+00  -1.0000000e+00   6.0500000e-01   4.7500000e-01   1.8000000e-01   9.3650000e-01   3.9400000e-01   2.1900000e-01   2.9500000e-01
   2.0000000e+00  -1.0000000e+00   5.7500000e-01   4.2500000e-01   1.4000000e-01   8.6350000e-01   3.9300000e-01   2.2700000e-01   2.0000000e-01
   1.0000000e+00  -1.0000000e+00   5.8000000e-01   4.7000000e-01   1.6500000e-01   9.9750000e-01   3.9350000e-01   2.4200000e-01   3.3000000e-01
   2.0000000e+00   0.0000000e+00   6.8000000e-01   5.6000000e-01   1.6500000e-01   1.6390000e+00   6.0550000e-01   2.8050000e-01   4.6000000e-01
   2.0000000e+00  -1.0000000e+00   6.6500000e-01   5.2500000e-01   1.6500000e-01   1.3380000e+00   5.5150000e-01   3.5750000e-01   3.5000000e-01
   2.0000000e+00   0.0000000e+00   6.8000000e-01   5.5000000e-01   1.7500000e-01   1.7980000e+00   8.1500000e-01   3.9250000e-01   4.5500000e-01
   2.0000000e+00   0.0000000e+00   7.0500000e-01   5.5000000e-01   2.0000000e-01   1.7095000e+00   6.3300000e-01   4.1150000e-01   4.9000000e-01
   0.0000000e+00  -1.0000000e+00   4.6500000e-01   3.5500000e-01   1.0500000e-01   4.7950000e-01   2.2700000e-01   1.2400000e-01   1.2500000e-01
   2.0000000e+00   0.0000000e+00   5.4000000e-01   4.7500000e-01   1.5500000e-01   1.2170000e+00   5.3050000e-01   3.0750000e-01   3.4000000e-01
   0.0000000e+00   0.0000000e+00   4.5000000e-01   3.5500000e-01   1.0500000e-01   5.2250000e-01   2.3700000e-01   1.1650000e-01   1.4500000e-01
   2.0000000e+00   0.0000000e+00   5.7500000e-01   4.4500000e-01   1.3500000e-01   8.8300000e-01   3.8100000e-01   2.0350000e-01   2.6000000e-01
   1.0000000e+00  -1.0000000e+00   3.5500000e-01   2.9000000e-01   9.0000000e-02   3.2750000e-01   1.3400000e-01   8.6000000e-02   9.0000000e-02
   1.0000000e+00   0.0000000e+00   4.5000000e-01   3.3500000e-01   1.0500000e-01   4.2500000e-01   1.8650000e-01   9.1000000e-02   1.1500000e-01
   2.0000000e+00   0.0000000e+00   5.5000000e-01   4.2500000e-01   1.3500000e-01   8.5150000e-01   3.6200000e-01   1.9600000e-01   2.7000000e-01
   0.0000000e+00   1.0000000e+00   2.4000000e-01   1.7500000e-01   4.5000000e-02   7.0000000e-02   3.1500000e-02   2.3500000e-02   2.0000000e-02
   0.0000000e+00   1.0000000e+00   2.0500000e-01   1.5000000e-01   5.5000000e-02   4.2000000e-02   2.5500000e-02   1.5000000e-02   1.2000000e-02
   0.0000000e+00   1.0000000e+00   2.1000000e-01   1.5000000e-01   5.0000000e-02   4.2000000e-02   1.7500000e-02   1.2500000e-02   1.5000000e-02
   0.0000000e+00   1.0000000e+00   3.9000000e-01   2.9500000e-01   9.5000000e-02   2.0300000e-01   8.7500000e-02   4.5000000e-02   7.5000000e-02
   1.0000000e+00  -1.0000000e+00   4.7000000e-01   3.7000000e-01   1.2000000e-01   5.7950000e-01   2.9300000e-01   2.2700000e-01   1.4000000e-01
   0.0000000e+00   0.0000000e+00   4.6000000e-01   3.7500000e-01   1.2000000e-01   4.6050000e-01   1.7750000e-01   1.1000000e-01   1.5000000e-01
   0.0000000e+00   1.0000000e+00   3.2500000e-01   2.4500000e-01   7.0000000e-02   1.6100000e-01   7.5500000e-02   2.5500000e-02   4.5000000e-02
   1.0000000e+00   0.0000000e+00   5.2500000e-01   4.2500000e-01   1.6000000e-01   8.3550000e-01   3.5450000e-01   2.1350000e-01   2.4500000e-01
   0.0000000e+00   1.0000000e+00   5.2000000e-01   4.1000000e-01   1.2000000e-01   5.9500000e-01   2.3850000e-01   1.1100000e-01   1.9000000e-01
   0.0000000e+00  -1.0000000e+00   4.0000000e-01   3.2000000e-01   9.5000000e-02   3.0300000e-01   1.3350000e-01   6.0000000e-02   1.0000000e-01
   1.0000000e+00  -1.0000000e+00   4.8500000e-01   3.6000000e-01   1.3000000e-01   5.4150000e-01   2.5950000e-01   9.6000000e-02   1.6000000e-01
   1.0000000e+00   0.0000000e+00   4.7000000e-01   3.6000000e-01   1.2000000e-01   4.7750000e-01   2.1050000e-01   1.0550000e-01   1.5000000e-01
   0.0000000e+00  -1.0000000e+00   4.0500000e-01   3.1000000e-01   1.0000000e-01   3.8500000e-01   1.7300000e-01   9.1500000e-02   1.1000000e-01
   0.0000000e+00   0.0000000e+00   5.0000000e-01   4.0000000e-01   1.4000000e-01   6.6150000e-01   2.5650000e-01   1.7550000e-01   2.2000000e-01
   0.0000000e+00  -1.0000000e+00   4.4500000e-01   3.5000000e-01   1.2000000e-01   4.4250000e-01   1.9200000e-01   9.5500000e-02   1.3500000e-01
   0.0000000e+00  -1.0000000e+00   4.7000000e-01   3.8500000e-01   1.3500000e-01   5.8950000e-01   2.7650000e-01   1.2000000e-01   1.7000000e-01
   0.0000000e+00   1.0000000e+00   2.4500000e-01   1.9000000e-01   6.0000000e-02   8.6000000e-02   4.2000000e-02   1.4000000e-02   2.5000000e-02
   0.0000000e+00   0.0000000e+00   5.0500000e-01   4.0000000e-01   1.2500000e-01   5.8300000e-01   2.4600000e-01   1.3000000e-01   1.7500000e-01
   0.0000000e+00  -1.0000000e+00   4.5000000e-01   3.4500000e-01   1.0500000e-01   4.1150000e-01   1.8000000e-01   1.1250000e-01   1.3500000e-01
